id
>othe_000000001 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=55118; species_name=Sardinops melanostictus; best_match={'db_elas02_fish_addhuman_clean_uniq': 'AB032554'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 41697}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'species'}; scientific_name=Sardinops melanostictus; match_count={'db_elas02_fish_addhuman_clean_uniq': 1}; rank=species; taxid=41697; species=41697; order_name=Clupeiformes; best_identity={'db_elas02_fish_addhuman_clean_uniq': 1.0}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Sardinops melanostictus'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Sardinops melanostictus']}; genus_name=Sardinops; family_name=Clupeidae; genus=28380; order=32446; 
>othe_000048427 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=8045; species_name=Trisopterus luscus; best_match={'db_elas02_fish_addhuman_clean_uniq': 'MN122935'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 27722}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'species'}; scientific_name=Trisopterus luscus; match_count={'db_elas02_fish_addhuman_clean_uniq': 1}; rank=species; taxid=27722; species=27722; order_name=Gadiformes; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9404761904761905}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Trisopterus luscus'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Trisopterus luscus']}; genus_name=Trisopterus; family_name=Gadidae; genus=27721; order=8043; 
>othe_000048433 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=7999; species_name=Pangasianodon hypophthalmus; best_match={'db_elas02_fish_addhuman_clean_uniq': 'KC846907'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 310915}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'species'}; scientific_name=Pangasianodon hypophthalmus; match_count={'db_elas02_fish_addhuman_clean_uniq': 1}; rank=species; taxid=310915; species=310915; order_name=Siluriformes; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9826589595375722}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Pangasianodon hypophthalmus'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Pangasianodon hypophthalmus']}; genus_name=Pangasianodon; family_name=Pangasiidae; genus=30992; order=7995; 
>othe_000048444 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=30871; species_name=Cephalopholis sexmaculata; best_match={'db_elas02_fish_addhuman_clean_uniq': 'KJ469385'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 334913}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'species'}; scientific_name=Cephalopholis sexmaculata; match_count={'db_elas02_fish_addhuman_clean_uniq': 1}; rank=species; taxid=334913; species=334913; order_name=Perciformes; best_identity={'db_elas02_fish_addhuman_clean_uniq': 1.0}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Cephalopholis sexmaculata'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Cephalopholis sexmaculata']}; genus_name=Cephalopholis; family_name=Serranidae; genus=91742; order=8111; 
>othe_000048459 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=None; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'MH823735'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 7776}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'clade'}; scientific_name=Gnathostomata; match_count={'db_elas02_fish_addhuman_clean_uniq': 14402}; rank=clade; taxid=7776; species=None; order_name=None; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.5730337078651685}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Gnathostomata'}; species_list={'db_elas02_fish_addhuman_clean_uniq': []}; genus_name=None; family_name=None; genus=None; order=None; 
>othe_000048502 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=None; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'MK029350'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 7776}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'clade'}; scientific_name=Gnathostomata; match_count={'db_elas02_fish_addhuman_clean_uniq': 12012}; rank=clade; taxid=7776; species=None; order_name=None; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.6302083333333334}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Gnathostomata'}; species_list={'db_elas02_fish_addhuman_clean_uniq': []}; genus_name=None; family_name=None; genus=None; order=None; 
>othe_000048505 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=None; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'AY495466'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 7776}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'clade'}; scientific_name=Gnathostomata; match_count={'db_elas02_fish_addhuman_clean_uniq': 9021}; rank=clade; taxid=7776; species=None; order_name=None; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.6372549019607843}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Gnathostomata'}; species_list={'db_elas02_fish_addhuman_clean_uniq': []}; genus_name=None; family_name=None; genus=None; order=None; 
>othe_000048562 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=None; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'GQ469231'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 7776}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'clade'}; scientific_name=Gnathostomata; match_count={'db_elas02_fish_addhuman_clean_uniq': 11744}; rank=clade; taxid=7776; species=None; order_name=None; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.5919540229885057}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Gnathostomata'}; species_list={'db_elas02_fish_addhuman_clean_uniq': []}; genus_name=None; family_name=None; genus=None; order=None; 
>othe_000048565 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=30412; species_name=Gavia stellata; best_match={'db_elas02_fish_addhuman_clean_uniq': 'AF173578'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 37040}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'species'}; scientific_name=Gavia stellata; match_count={'db_elas02_fish_addhuman_clean_uniq': 1}; rank=species; taxid=37040; species=37040; order_name=Gaviiformes; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9777777777777777}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Gavia stellata'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Gavia stellata']}; genus_name=Gavia; family_name=Gaviidae; genus=37038; order=30411; 
>othe_000048575 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=9604; species_name=Pan troglodytes; best_match={'db_elas02_fish_addhuman_clean_uniq': 'AC197159'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 9598}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'species'}; scientific_name=Pan troglodytes; match_count={'db_elas02_fish_addhuman_clean_uniq': 1}; rank=species; taxid=9598; species=9598; order_name=Primates; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.8622754491017964}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Pan troglodytes'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Pan troglodytes']}; genus_name=Pan; family_name=Hominidae; genus=9596; order=9443; 
">othe_000048628 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=30469; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'KF840390'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 30469}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'family'}; scientific_name=Dasyatidae; match_count={'db_elas02_fish_addhuman_clean_uniq': 2}; rank=family; taxid=30469; species=None; order_name=Myliobatiformes; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9611111111111111}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Dasyatidae'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Himantura microphthalma', 'Pteroplatytrygon violacea']}; genus_name=None; family_name=Dasyatidae; genus=None; order=117851; "
>othe_000048679 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=29146; species_name=Acanthurus lineatus; best_match={'db_elas02_fish_addhuman_clean_uniq': 'EU273284'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 483362}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'species'}; scientific_name=Acanthurus lineatus; match_count={'db_elas02_fish_addhuman_clean_uniq': 1}; rank=species; taxid=483362; species=483362; order_name=Acanthuriformes; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9823529411764705}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Acanthurus lineatus'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Acanthurus lineatus']}; genus_name=Acanthurus; family_name=Acanthuridae; genus=12912; order=1489937; 
">othe_000048714 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=55118; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'MH194498'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 7948}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'subfamily'}; scientific_name=Clupeinae; match_count={'db_elas02_fish_addhuman_clean_uniq': 19}; rank=subfamily; taxid=7948; species=None; order_name=Clupeiformes; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9767441860465116}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Clupeinae'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Sprattus sprattus', 'Clupea pallasii', 'Clupea harengus']}; genus_name=None; family_name=Clupeidae; genus=None; order=32446; "
">othe_000048780 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=None; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'KX151652'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 117851}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'order'}; scientific_name=Myliobatiformes; match_count={'db_elas02_fish_addhuman_clean_uniq': 16}; rank=order; taxid=117851; species=None; order_name=Myliobatiformes; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9065934065934066}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Myliobatiformes'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Himantura microphthalma', 'Mobula birostris', 'Bathytoshia lata', 'Mobula mobular', 'Rhinoptera bonasus', 'Myliobatis aquila', 'Aetoplatea zonura', 'Mobula munkiana', 'Mobula tarapacana', 'Mobula thurstoni']}; genus_name=None; family_name=None; genus=None; order=117851; "
">othe_000048806 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=None; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'AC197159'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 9526}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'parvorder'}; scientific_name=Catarrhini; match_count={'db_elas02_fish_addhuman_clean_uniq': 15}; rank=parvorder; taxid=9526; species=None; order_name=Primates; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.8228571428571428}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Catarrhini'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Allochrocebus lhoesti', 'Gorilla beringei', 'Hylobates moloch', 'Hylobates agilis', 'Hylobates klossii', 'Hylobates muelleri', 'Symphalangus syndactylus', 'Cercopithecus erythrogaster', 'Gorilla gorilla', 'Pan troglodytes']}; genus_name=None; family_name=None; genus=None; order=9443; "
>othe_000048893 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=None; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'KX499480'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 7776}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'clade'}; scientific_name=Gnathostomata; match_count={'db_elas02_fish_addhuman_clean_uniq': 13625}; rank=clade; taxid=7776; species=None; order_name=None; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.5911602209944752}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Gnathostomata'}; species_list={'db_elas02_fish_addhuman_clean_uniq': []}; genus_name=None; family_name=None; genus=None; order=None; 
>othe_000048930 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=7999; species_name=Pangasianodon hypophthalmus; best_match={'db_elas02_fish_addhuman_clean_uniq': 'KC846907'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 310915}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'species'}; scientific_name=Pangasianodon hypophthalmus; match_count={'db_elas02_fish_addhuman_clean_uniq': 1}; rank=species; taxid=310915; species=310915; order_name=Siluriformes; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9826589595375722}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Pangasianodon hypophthalmus'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Pangasianodon hypophthalmus']}; genus_name=Pangasianodon; family_name=Pangasiidae; genus=30992; order=7995; 
>othe_000048951 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=None; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'KY421803'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 7776}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'clade'}; scientific_name=Gnathostomata; match_count={'db_elas02_fish_addhuman_clean_uniq': 14306}; rank=clade; taxid=7776; species=None; order_name=None; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.5706521739130435}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Gnathostomata'}; species_list={'db_elas02_fish_addhuman_clean_uniq': []}; genus_name=None; family_name=None; genus=None; order=None; 
">othe_000048995 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=461499; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'MN181432'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 103980}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'subfamily'}; scientific_name=Atherinopsinae; match_count={'db_elas02_fish_addhuman_clean_uniq': 9}; rank=subfamily; taxid=103980; species=None; order_name=Atheriniformes; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9117647058823529}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Atherinopsinae'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Odontesthes incisa', 'Odontesthes bonariensis', 'Odontesthes sp. Odsp-001', 'Leuresthes tenuis', 'Odontesthes argentinensis', 'Odontesthes hatcheri']}; genus_name=None; family_name=Atherinopsidae; genus=None; order=8075; "
">othe_000049034 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=None; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'EU136157'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 9347}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'clade'}; scientific_name=Eutheria; match_count={'db_elas02_fish_addhuman_clean_uniq': 2}; rank=clade; taxid=9347; species=None; order_name=None; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.930635838150289}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Eutheria'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Elephantulus fuscipes', 'Pan paniscus']}; genus_name=None; family_name=None; genus=None; order=None; "
>othe_000049075 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=55118; species_name=Sardinops melanostictus; best_match={'db_elas02_fish_addhuman_clean_uniq': 'AB032554'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 41697}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'species'}; scientific_name=Sardinops melanostictus; match_count={'db_elas02_fish_addhuman_clean_uniq': 1}; rank=species; taxid=41697; species=41697; order_name=Clupeiformes; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9826589595375722}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Sardinops melanostictus'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Sardinops melanostictus']}; genus_name=Sardinops; family_name=Clupeidae; genus=28380; order=32446; 
>othe_000049103 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=None; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'GQ469231'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 7776}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'clade'}; scientific_name=Gnathostomata; match_count={'db_elas02_fish_addhuman_clean_uniq': 13201}; rank=clade; taxid=7776; species=None; order_name=None; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.5764705882352941}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Gnathostomata'}; species_list={'db_elas02_fish_addhuman_clean_uniq': []}; genus_name=None; family_name=None; genus=None; order=None; 
>othe_000049189 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=None; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'FJ616329'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 7776}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'clade'}; scientific_name=Gnathostomata; match_count={'db_elas02_fish_addhuman_clean_uniq': 9031}; rank=clade; taxid=7776; species=None; order_name=None; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.634020618556701}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Gnathostomata'}; species_list={'db_elas02_fish_addhuman_clean_uniq': []}; genus_name=None; family_name=None; genus=None; order=None; 
>othe_000049200 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=9604; species_name=Gorilla gorilla; best_match={'db_elas02_fish_addhuman_clean_uniq': 'KM510341'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 9593}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'species'}; scientific_name=Gorilla gorilla; match_count={'db_elas02_fish_addhuman_clean_uniq': 1}; rank=species; taxid=9593; species=9593; order_name=Primates; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9588235294117647}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Gorilla gorilla'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Gorilla gorilla']}; genus_name=Gorilla; family_name=Hominidae; genus=9592; order=9443; 
>othe_000049208 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=None; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'KF999829'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 7776}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'clade'}; scientific_name=Gnathostomata; match_count={'db_elas02_fish_addhuman_clean_uniq': 13838}; rank=clade; taxid=7776; species=None; order_name=None; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.6010928961748634}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Gnathostomata'}; species_list={'db_elas02_fish_addhuman_clean_uniq': []}; genus_name=None; family_name=None; genus=None; order=None; 
">othe_000049277 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=8015; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'AF133701'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 504568}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'subfamily'}; scientific_name=Salmoninae; match_count={'db_elas02_fish_addhuman_clean_uniq': 34}; rank=subfamily; taxid=504568; species=None; order_name=Salmoniformes; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9647058823529412}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Salmoninae'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Salmo trutta', 'Salvelinus curilus', 'Salvelinus leucomaenis', 'Salmo obtusirostris', 'Salvelinus alpinus', 'Salvelinus confluentus', 'Salvelinus namaycush', 'Parahucho perryi', 'Salmo labrax', 'Salmo ischchan', 'Salmo salar']}; genus_name=None; family_name=Salmonidae; genus=None; order=8006; "
>othe_000049302 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=None; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'GQ469231'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 7776}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'clade'}; scientific_name=Gnathostomata; match_count={'db_elas02_fish_addhuman_clean_uniq': 12675}; rank=clade; taxid=7776; species=None; order_name=None; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.5828571428571429}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Gnathostomata'}; species_list={'db_elas02_fish_addhuman_clean_uniq': []}; genus_name=None; family_name=None; genus=None; order=None; 
>othe_000049319 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=30828; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'EF616838'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 37948}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'genus'}; scientific_name=Chaetodon; match_count={'db_elas02_fish_addhuman_clean_uniq': 1}; rank=genus; taxid=37948; species=None; order_name=Chaetodontiformes; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9702380952380952}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Chaetodon'}; species_list={'db_elas02_fish_addhuman_clean_uniq': []}; genus_name=Chaetodon; family_name=Chaetodontidae; genus=37948; order=1545895; 
">othe_000049418 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=8157; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'KF841444'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 58219}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'genus'}; scientific_name=Decapterus; match_count={'db_elas02_fish_addhuman_clean_uniq': 2}; rank=genus; taxid=58219; species=None; order_name=Carangiformes; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9704142011834319}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Decapterus'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Decapterus macrosoma', 'Decapterus macarellus']}; genus_name=Decapterus; family_name=Carangidae; genus=58219; order=1489907; "
>othe_000049444 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=9604; species_name=Pan troglodytes; best_match={'db_elas02_fish_addhuman_clean_uniq': 'AC197159'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 9598}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'species'}; scientific_name=Pan troglodytes; match_count={'db_elas02_fish_addhuman_clean_uniq': 1}; rank=species; taxid=9598; species=9598; order_name=Primates; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.8409090909090909}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Pan troglodytes'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Pan troglodytes']}; genus_name=Pan; family_name=Hominidae; genus=9596; order=9443; 
>othe_000049455 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=88694; species_name=Hemiramphus far; best_match={'db_elas02_fish_addhuman_clean_uniq': 'MH734932'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 293920}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'species'}; scientific_name=Hemiramphus far; match_count={'db_elas02_fish_addhuman_clean_uniq': 1}; rank=species; taxid=293920; species=293920; order_name=Beloniformes; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9585798816568047}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Hemiramphus far'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Hemiramphus far']}; genus_name=Hemiramphus; family_name=Hemiramphidae; genus=88695; order=76071; 
>othe_000049457 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=None; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'GQ469231'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 7776}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'clade'}; scientific_name=Gnathostomata; match_count={'db_elas02_fish_addhuman_clean_uniq': 11772}; rank=clade; taxid=7776; species=None; order_name=None; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.591715976331361}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Gnathostomata'}; species_list={'db_elas02_fish_addhuman_clean_uniq': []}; genus_name=None; family_name=None; genus=None; order=None; 
">othe_000049470 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=None; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'AM749122'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 1489872}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'clade'}; scientific_name=Percomorphaceae; match_count={'db_elas02_fish_addhuman_clean_uniq': 12}; rank=clade; taxid=1489872; species=None; order_name=None; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9763313609467456}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Percomorphaceae'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Pleuronectes platessa', 'Kareius bicoloratus', 'Clidoderma asperrimum', 'Hippoglossus hippoglossus', 'Platichthys stellatus', 'Reinhardtius hippoglossoides', 'Nesiarchus nasutus', 'Microstomus kitt']}; genus_name=None; family_name=None; genus=None; order=None; "
>othe_000049493 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=None; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'AB723627'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 7776}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'clade'}; scientific_name=Gnathostomata; match_count={'db_elas02_fish_addhuman_clean_uniq': 25349}; rank=clade; taxid=7776; species=None; order_name=None; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.6145251396648045}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Gnathostomata'}; species_list={'db_elas02_fish_addhuman_clean_uniq': []}; genus_name=None; family_name=None; genus=None; order=None; 
>othe_000049555 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=None; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'KY421809'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 7776}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'clade'}; scientific_name=Gnathostomata; match_count={'db_elas02_fish_addhuman_clean_uniq': 12061}; rank=clade; taxid=7776; species=None; order_name=None; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.625}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Gnathostomata'}; species_list={'db_elas02_fish_addhuman_clean_uniq': []}; genus_name=None; family_name=None; genus=None; order=None; 
